Org Name,Start Date,Start Time Zone,End Date,End Time Zone,Transaction Date (Pacific Time),Energy (kWh),GHG Savings (kg),Gasoline Savings (gallons),Port Type,Port Number,Plug Type,Postal Code,Country,Currency,Fee,Ended By,Plug In Event Id,Driver Postal Code,User ID,Transaction ID
Georgia Tech,2/6/2015 14:17,EST,2/6/2015 21:20,EST,2/6/2015 18:22,13.188,5.539,1.655,Level 2,2,J1772,30308,United States,USD,6,Plug Out at Vehicle,ID1423250220,30004,CRM-268993,TRX-3910732182466171503
Georgia Tech,2/6/2015 12:33,EST,2/6/2015 15:36,EST,2/6/2015 12:38,8.429,3.54,1.058,Level 2,2,J1772,30308,United States,USD,2.58,Plug Out at Vehicle,ID522,30114,CRM-235945,TRX-4191558880750241506
Georgia Tech,2/6/2015 8:57,EST,2/6/2015 14:43,EST,2/6/2015 11:44,21.802,9.157,2.736,Level 2,1,J1772,30308,United States,USD,4.91,Plug Out at Vehicle,ID772,30622,CRM-217113,TRX-1371724940901217010
Georgia Tech,2/6/2015 12:36,EST,2/6/2015 14:30,EST,2/6/2015 11:32,5.88,2.47,0.738,Level 2,1,J1772,30308,United States,USD,1.6,Plug Out at Vehicle,ID523,30253,CRM-345151,TRX-1115776684904508880
Georgia Tech,2/6/2015 7:39,EST,2/6/2015 12:32,EST,2/6/2015 9:34,12.384,5.201,1.554,Level 2,1,J1772,30308,United States,USD,4.15,Plug Out at Vehicle,ID521,30062,CRM-261355,TRX-3401053680498826218
Georgia Tech,2/6/2015 8:25,EST,2/6/2015 12:05,EST,2/6/2015 9:06,12.102,5.083,1.519,Level 2,2,J1772,30308,United States,USD,3.11,Plug Out at Vehicle,ID1423229111,30033,CRM-285613,TRX-650793357047526083
Georgia Tech,2/6/2015 8:43,EST,2/6/2015 12:03,EST,2/6/2015 9:04,10.676,4.484,1.34,Level 2,2,J1772,30308,United States,USD,2.84,Plug Out at Vehicle,ID1423230175,30345,CRM-183185,TRX-4487913092297764583
Georgia Tech,2/6/2015 6:37,EST,2/6/2015 8:40,EST,2/6/2015 5:42,7.262,3.05,0.911,Level 2,1,J1772,30308,United States,USD,1.74,Plug Out at Vehicle,ID771,30114,CRM-235945,TRX-2551694965559130293
Georgia Tech,2/5/2015 17:43,EST,2/5/2015 21:03,EST,2/5/2015 18:06,8.468,3.557,1.063,Level 2,1,J1772,30308,United States,USD,2.84,Plug Out at Vehicle,ID770,30082,CRM-7597,TRX-9070524012550266922
Georgia Tech,2/5/2015 11:53,EST,2/5/2015 15:30,EST,2/5/2015 12:32,9.219,3.872,1.157,Level 2,1,J1772,30308,United States,USD,3.07,Customer,ID769,30144,CRM-233769,TRX-4405886343506816794
Georgia Tech,2/5/2015 13:55,EST,2/5/2015 14:54,EST,2/5/2015 12:17,5.726,2.405,0.719,Level 2,1,J1772,30308,United States,USD,0.83,Customer,ID520,30004,CRM-354671,TRX-6056022426745296741
Georgia Tech,2/5/2015 13:54,EST,2/5/2015 13:54,EST,2/5/2015 10:54,0,0,0,Level 2,1,J1772,30308,United States,USD,0,Customer,ID519,30004,CRM-354671,TRX-7023005716795873854
Georgia Tech,2/5/2015 7:30,EST,2/5/2015 13:30,EST,2/5/2015 10:32,18.319,7.694,2.299,Level 2,1,J1772,30308,United States,USD,5.1,Plug Out at Vehicle,ID518,30622,CRM-217113,TRX-1031520221730060585
Georgia Tech,2/5/2015 7:04,EST,2/5/2015 11:50,EST,2/5/2015 8:52,15.359,6.451,1.927,Level 2,2,J1772,30308,United States,USD,4.05,Plug Out at Vehicle,ID768,30019,CRM-3377,TRX-6857746293434964688
Georgia Tech,2/5/2015 6:36,EST,2/5/2015 11:44,EST,2/5/2015 8:46,12.336,5.181,1.548,Level 2,1,J1772,30308,United States,USD,4.36,Plug Out at Vehicle,ID767,30114,CRM-235945,TRX-1451217520488102533
Georgia Tech,2/5/2015 7:01,EST,2/5/2015 11:20,EST,2/5/2015 8:22,14.575,6.122,1.829,Level 2,2,J1772,30308,United States,USD,3.67,Plug Out at Vehicle,ID516,30096,CRM-279367,TRX-5646929650045102757
Georgia Tech,2/5/2015 7:01,EST,2/5/2015 7:04,EST,2/5/2015 4:06,0.081,0.034,0.01,Level 2,1,J1772,30308,United States,USD,0,Plug Out at Vehicle,ID517,30019,CRM-3377,TRX-319725963014108085
Georgia Tech,2/4/2015 18:32,EST,2/4/2015 21:36,EST,2/4/2015 18:38,7.045,2.959,0.884,Level 2,1,J1772,30308,United States,USD,2.61,Plug Out at Vehicle,ID515,30004,CRM-nan,TRX-3851692234574931392
Georgia Tech,2/4/2015 17:27,EST,2/4/2015 21:00,EST,2/4/2015 18:12,8.973,3.768,1.126,Level 2,2,J1772,30308,United States,USD,3.03,Plug Out at Vehicle,ID766,30360,CRM-0169,TRX-7387168382822423439
Georgia Tech,2/4/2015 16:46,EST,2/4/2015 18:09,EST,2/4/2015 15:23,8.226,3.455,1.032,Level 2,1,J1772,30308,United States,USD,1.18,Customer,ID514,30350,CRM-335135,TRX-1298497670093071642
Georgia Tech,2/4/2015 12:47,EST,2/4/2015 18:08,EST,2/4/2015 15:10,15.678,6.585,1.968,Level 2,1,J1772,30308,United States,USD,4.56,Plug Out at Vehicle,ID765,30101,CRM-2761,TRX-6978932055774486867
Georgia Tech,2/4/2015 11:59,EST,2/4/2015 12:01,EST,2/4/2015 10:07,0,0,0,Level 2,2,J1772,30308,United States,USD,0,Timeout,ID764,30269,CRM-3237,TRX-6927842177237698628
Georgia Tech,2/4/2015 8:14,EST,2/4/2015 12:32,EST,2/4/2015 9:44,7.646,3.211,0.96,Level 2,1,J1772,30308,United States,USD,3.65,Plug Out at Vehicle,ID512,30062,CRM-261355,TRX-7705678718853127021
Georgia Tech,2/4/2015 10:35,EST,2/4/2015 11:59,EST,2/4/2015 9:16,4.523,1.9,0.568,Level 2,2,J1772,30308,United States,USD,1.18,Plug Out at Vehicle,ID763,30269,CRM-3237,TRX-8082054722752778210
Georgia Tech,2/4/2015 6:22,EST,2/4/2015 12:07,EST,2/4/2015 9:08,13.474,5.659,1.691,Level 2,1,J1772,30308,United States,USD,4.89,Plug Out at Vehicle,ID761,30114,CRM-235945,TRX-7779692341422348224
Georgia Tech,2/4/2015 9:25,EST,2/4/2015 10:48,EST,2/4/2015 8:00,2.656,1.115,0.333,Level 2,2,J1772,30308,United States,USD,1.18,Customer,ID513,30308,CRM-9813,TRX-5918994963318994840
Georgia Tech,2/4/2015 8:53,EST,2/4/2015 10:23,EST,2/4/2015 7:24,4.634,1.946,0.582,Level 2,2,J1772,30308,United States,USD,1.26,Plug Out at Vehicle,ID762,30068,CRM-2891,TRX-5006031358315668059
Georgia Tech,2/3/2015 18:23,EST,2/3/2015 20:01,EST,2/3/2015 17:03,9.576,4.022,1.202,Level 2,1,J1772,30308,United States,USD,1.39,Plug Out at Vehicle,ID511,30004,CRM-nan,TRX-8190215177074475865
Georgia Tech,2/3/2015 17:52,EST,2/3/2015 18:57,EST,2/3/2015 16:09,6.093,2.559,0.765,Level 2,2,J1772,30308,United States,USD,0.92,Plug Out at Vehicle,ID1423003909,30024,CRM-356131,TRX-4518055780560753132
Georgia Tech,2/3/2015 13:40,EST,2/3/2015 14:50,EST,2/3/2015 11:53,6.144,2.581,0.771,Level 2,1,J1772,30308,United States,USD,0.99,Plug Out at Vehicle,ID510,30306,CRM-254595,TRX-4995896898946160676
Georgia Tech,2/3/2015 7:39,EST,2/3/2015 13:39,EST,2/3/2015 10:40,20.285,8.52,2.546,Level 2,1,J1772,30308,United States,USD,5.09,Plug Out at Vehicle,ID759,30622,CRM-217113,TRX-4168773351202240452
Georgia Tech,2/3/2015 8:27,EST,2/3/2015 13:01,EST,2/3/2015 10:02,14.247,5.984,1.788,Level 2,2,J1772,30308,United States,USD,3.88,Plug Out at Vehicle,ID760,30102,CRM-254811,TRX-639458623699986462
Georgia Tech,2/3/2015 8:15,EST,2/3/2015 12:10,EST,2/3/2015 9:12,11.356,4.769,1.425,Level 2,2,J1772,30308,United States,USD,3.33,Plug Out at Vehicle,ID509,30062,CRM-261355,TRX-5023120238915158800
Georgia Tech,2/3/2015 6:58,EST,2/3/2015 9:26,EST,2/3/2015 6:28,11.482,4.822,1.441,Level 2,1,J1772,30308,United States,USD,2.09,Plug Out at Vehicle,ID508,30019,CRM-3377,TRX-8657844320565649289
Georgia Tech,2/2/2015 12:05,EST,2/2/2015 20:58,EST,2/2/2015 18:00,12.677,5.324,1.591,Level 2,2,J1772,30308,United States,USD,7.56,Plug Out at Vehicle,ID758,30360,CRM-0169,TRX-571896212783439018
Georgia Tech,2/2/2015 13:52,EST,2/2/2015 16:09,EST,2/2/2015 13:22,13.155,5.525,1.651,Level 2,1,J1772,30308,United States,USD,1.94,Customer,ID507,30309,CRM-271927,TRX-7583262610527072508
Georgia Tech,2/2/2015 11:49,EST,2/2/2015 14:34,EST,2/2/2015 12:36,9.515,3.996,1.194,Level 2,1,J1772,30308,United States,USD,2.34,Customer,ID757,30269,CRM-3237,TRX-3957335248020877078
Georgia Tech,2/2/2015 7:33,EST,2/2/2015 12:34,EST,2/2/2015 9:36,19.561,8.216,2.455,Level 2,1,J1772,30308,United States,USD,4.27,Plug Out at Vehicle,ID506,30622,CRM-217113,TRX-352180445322786059
Georgia Tech,2/2/2015 6:36,EST,2/2/2015 11:42,EST,2/2/2015 8:44,15.647,6.572,1.964,Level 2,1,J1772,30308,United States,USD,4.34,Plug Out at Vehicle,ID755,30114,CRM-235945,TRX-8347757236502494406
Georgia Tech,2/2/2015 7:13,EST,2/2/2015 9:11,EST,2/2/2015 6:12,6.129,2.574,0.769,Level 2,2,J1772,30308,United States,USD,1.67,Plug Out at Vehicle,ID756,30346,CRM-0523,TRX-6919022227929392553
Georgia Tech,2/1/2015 11:23,EST,2/1/2015 12:43,EST,2/1/2015 9:44,7.743,3.252,0.972,Level 2,1,J1772,30308,United States,USD,1.13,Customer,ID754,30318,CRM-269487,TRX-2457209908529263003
Georgia Tech,1/31/2015 10:00,EST,1/31/2015 13:06,EST,1/31/2015 10:08,17.785,7.47,2.232,Level 2,2,J1772,30308,United States,USD,2.64,Plug Out at Vehicle,ID1422716389,30033,CRM-285613,TRX-1664740402221779087
Georgia Tech,1/31/2015 9:51,EST,1/31/2015 13:06,EST,1/31/2015 10:08,12.137,5.098,1.523,Level 2,1,J1772,30308,United States,USD,2.76,Plug Out at Vehicle,ID1422715888,30016,CRM-335549,TRX-3972770303247929756
Georgia Tech,1/31/2015 9:51,EST,1/31/2015 9:53,EST,1/31/2015 6:53,0,0,0,Level 2,1,J1772,30308,United States,USD,0,Timeout,ID1422715859,30016,CRM-335549,TRX-4107728530413685335
Georgia Tech,1/30/2015 14:46,EST,1/30/2015 17:16,EST,1/30/2015 20:18,14.428,6.06,1.811,Level 2,1,J1772,30308,United States,USD,2.13,Customer,ID505,30309,CRM-271927,TRX-8489548520440084003
Georgia Tech,1/30/2015 14:30,EST,1/30/2015 16:42,EST,1/30/2015 13:44,5.487,2.305,0.689,Level 2,2,J1772,30308,United States,USD,1.87,Customer,ID753,30308,CRM-9813,TRX-2423015865520696592
Georgia Tech,1/30/2015 7:57,EST,1/30/2015 13:16,EST,1/30/2015 10:18,12.041,5.057,1.511,Level 2,2,J1772,30308,United States,USD,4.52,Plug Out at Vehicle,ID504,30062,CRM-261355,TRX-3515751564291408006
Georgia Tech,1/30/2015 10:12,EST,1/30/2015 12:00,EST,1/30/2015 9:02,6.48,2.722,0.813,Level 2,2,J1772,30308,United States,USD,1.53,Customer,ID752,30350,CRM-335135,TRX-3933165708445074988
Georgia Tech,1/30/2015 6:43,EST,1/30/2015 11:42,EST,1/30/2015 8:44,15.585,6.546,1.956,Level 2,1,J1772,30308,United States,USD,4.24,Plug Out at Vehicle,ID751,30114,CRM-235945,TRX-8201450880655095902
Georgia Tech,1/30/2015 7:41,EST,1/30/2015 10:38,EST,1/30/2015 7:40,9.9,4.158,1.242,Level 2,1,J1772,30308,United States,USD,2.5,Plug Out at Vehicle,ID503,30102,CRM-254811,TRX-8474369459566917601
Georgia Tech,1/29/2015 17:28,EST,1/29/2015 21:12,EST,1/29/2015 18:14,10.433,4.382,1.309,Level 2,1,J1772,30308,United States,USD,3.18,Plug Out at Vehicle,ID750,30062,CRM-2315,TRX-167939804919434931
Georgia Tech,1/29/2015 10:46,EST,1/29/2015 14:57,EST,1/29/2015 11:58,8.859,3.721,1.112,Level 2,1,J1772,30308,United States,USD,3.56,Plug Out at Vehicle,ID502,30076,CRM-7599,TRX-2472004064036996638
Georgia Tech,1/29/2015 9:59,EST,1/29/2015 13:20,EST,1/29/2015 10:22,11.775,4.945,1.478,Level 2,2,J1772,30308,United States,USD,2.84,Customer,ID749,30269,CRM-3237,TRX-4890727375463902703
Georgia Tech,1/29/2015 9:57,EST,1/29/2015 11:43,EST,1/29/2015 8:44,5.382,2.261,0.675,Level 2,1,J1772,30308,United States,USD,1.5,Plug Out at Vehicle,ID748,30082,CRM-275669,TRX-1564908860226288321
Georgia Tech,1/29/2015 6:42,EST,1/29/2015 7:51,EST,1/29/2015 4:52,4.117,1.729,0.517,Level 2,1,J1772,30308,United States,USD,0.98,Customer,ID747,30268,CRM-2083,TRX-6269843286301522419
Georgia Tech,1/28/2015 17:46,EST,1/28/2015 21:00,EST,1/28/2015 18:02,9.189,3.859,1.153,Level 2,1,J1772,30308,United States,USD,2.74,Plug Out at Vehicle,ID501,30360,CRM-0169,TRX-437022604278203299
Georgia Tech,1/28/2015 16:58,EST,1/28/2015 20:59,EST,1/28/2015 18:00,11.984,5.033,1.504,Level 2,1,J1772,30308,United States,USD,3.42,Plug Out at Vehicle,ID746,30062,CRM-2315,TRX-5486679688097006664
Georgia Tech,1/28/2015 16:42,EST,1/28/2015 17:54,EST,1/28/2015 14:56,4.551,1.911,0.571,Level 2,2,J1772,30308,United States,USD,1.02,Customer,ID745,30350,CRM-335135,TRX-3676580738054451572
Georgia Tech,1/28/2015 12:26,EST,1/28/2015 17:05,EST,1/28/2015 14:06,8.067,3.388,1.012,Level 2,1,J1772,30308,United States,USD,3.94,Plug Out at Vehicle,ID1422466010,30062,CRM-261355,TRX-8324045537661337557
Georgia Tech,1/28/2015 10:22,EST,1/28/2015 14:41,EST,1/28/2015 11:42,18.778,7.887,2.357,Level 2,2,J1772,30308,United States,USD,3.67,Customer,ID744,30269,CRM-3237,TRX-2608206784620427238
Georgia Tech,1/28/2015 7:13,EST,1/28/2015 14:13,EST,1/28/2015 11:14,20.281,8.518,2.545,Level 2,2,J1772,30308,United States,USD,5.96,Plug Out at Vehicle,ID500,30622,CRM-217113,TRX-5559393342275990561
Georgia Tech,1/28/2015 9:32,EST,1/28/2015 12:20,EST,1/28/2015 9:22,3.386,1.422,0.425,Level 2,1,J1772,30308,United States,USD,2.38,Customer,ID743,30308,CRM-9813,TRX-3545273932501299272
Georgia Tech,1/28/2015 7:06,EST,1/28/2015 11:32,EST,1/28/2015 8:34,14.069,5.909,1.766,Level 2,1,J1772,30308,United States,USD,3.77,Customer,ID499,30019,CRM-3377,TRX-6447725781953786893
Georgia Tech,1/28/2015 8:11,EST,1/28/2015 10:18,EST,1/28/2015 7:20,7.815,3.282,0.981,Level 2,2,J1772,30308,United States,USD,1.8,Plug Out at Vehicle,ID742,30102,CRM-254811,TRX-4262596420989365862
Georgia Tech,1/28/2015 7:13,EST,1/28/2015 9:02,EST,1/28/2015 6:04,6.193,2.601,0.777,Level 2,1,J1772,30308,United States,USD,1.55,Customer,ID741,30268,CRM-2083,TRX-5579294510750230019
Georgia Tech,1/27/2015 19:09,EST,1/27/2015 21:34,EST,1/27/2015 18:36,8.696,3.652,1.091,Level 2,1,J1772,30308,United States,USD,2.04,Plug Out at Vehicle,ID740,30082,CRM-7597,TRX-111990298009126728
Georgia Tech,1/27/2015 18:06,EST,1/27/2015 20:43,EST,1/27/2015 17:44,14.675,6.164,1.842,Level 2,1,J1772,30308,United States,USD,2.23,Plug Out at Vehicle,ID498,30004,CRM-nan,TRX-2190670511662791005
Georgia Tech,1/27/2015 15:38,EST,1/27/2015 18:37,EST,1/27/2015 17:02,14.136,5.937,1.774,Level 2,1,J1772,30308,United States,USD,2.53,Plug Out at Vehicle,ID739,30269,CRM-3237,TRX-5046402906300041190
Georgia Tech,1/27/2015 12:41,EST,1/27/2015 17:09,EST,1/27/2015 14:10,10.13,4.255,1.271,Level 2,1,J1772,30308,United States,USD,3.79,Plug Out at Vehicle,ID497,30062,CRM-261355,TRX-5325446464669012959
Georgia Tech,1/27/2015 8:14,EST,1/27/2015 16:14,EST,1/27/2015 13:56,8.9,3.738,1.117,Level 2,2,J1772,30308,United States,USD,6.81,Plug Out at Vehicle,ID1422364446,30044,CRM-2779,TRX-3500945148413371364
Georgia Tech,1/27/2015 9:18,EST,1/27/2015 16:23,EST,1/27/2015 13:54,13.201,5.544,1.657,Level 2,2,J1772,30308,United States,USD,6.02,Plug Out at Vehicle,ID496,30134,CRM-226753,TRX-6065865894710390385
Georgia Tech,1/27/2015 12:01,EST,1/27/2015 15:12,EST,1/27/2015 13:50,10.201,4.284,1.28,Level 2,1,J1772,30308,United States,USD,2.71,Plug Out at Vehicle,ID738,30102,CRM-254811,TRX-7516711192529937085
Georgia Tech,1/27/2015 6:56,EST,1/27/2015 12:38,EST,1/27/2015 9:40,20.217,8.491,2.537,Level 2,1,J1772,30308,United States,USD,4.85,Plug Out at Vehicle,ID494,30622,CRM-217113,TRX-817969615237220314
Georgia Tech,1/27/2015 6:49,EST,1/27/2015 11:37,EST,1/27/2015 8:50,13.707,5.757,1.72,Level 2,1,J1772,30308,United States,USD,4.08,Plug Out at Vehicle,ID737,30114,CRM-235945,TRX-7116024189752666975
Georgia Tech,1/27/2015 7:55,EST,1/27/2015 8:52,EST,1/27/2015 5:54,2.969,1.247,0.373,Level 2,2,J1772,30308,United States,USD,0.81,Plug Out at Vehicle,ID495,30004,CRM-339185,TRX-2973502337613680187
Georgia Tech,1/26/2015 17:31,EST,1/26/2015 21:06,EST,1/26/2015 18:08,10.056,4.224,1.262,Level 2,1,J1772,30308,United States,USD,3.05,Plug Out at Vehicle,ID493,30360,CRM-0169,TRX-6022426174369560448
Georgia Tech,1/26/2015 16:52,EST,1/26/2015 19:00,EST,1/26/2015 16:02,12.457,5.232,1.563,Level 2,1,J1772,30308,United States,USD,1.82,Customer,ID736,30350,CRM-335135,TRX-7509143297419281783
Georgia Tech,1/26/2015 12:55,EST,1/26/2015 16:50,EST,1/26/2015 13:52,7.14,2.999,0.896,Level 2,1,J1772,30308,United States,USD,3.33,Plug Out at Vehicle,ID735,30318,CRM-269487,TRX-7158576941974719167
Georgia Tech,1/26/2015 10:29,EST,1/26/2015 13:32,EST,1/26/2015 11:04,10.556,4.433,1.325,Level 2,2,J1772,30308,United States,USD,2.59,Customer,ID492,30269,CRM-3237,TRX-2317441175371132189
